unidad,tipo_unidad,sector,nombre,email,rut,telefono,tipo_vinculo,es_residente,recibe_notificaciones,es_responsable,estacionamiento1,estacionamiento2,estacionamiento3,patente1,tipo_vehiculo1,marca1,modelo1,color1,patente2,tipo_vehiculo2,marca2,modelo2,color2,est2,patente3,tipo_vehiculo3,marca3,modelo3,color3,est3,bodega1,bodega2,bodega3
164,CASA,sector 6,Alonso Catalan Peña,residente4casa164@vista.cl,12.067.274-6,56970465703,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
165,CASA,sector 6,Miguel Diaz Sandoval,residente1casa165@vista.cl,17.261.353-5,56988533572,PROPIETARIO,SI,SI,SI,E-165,,,,,,,,,,,,,,,,,,,,,,
165,CASA,sector 6,Facundo Henriquez Reyes,residente2casa165@vista.cl,21.606.775-4,56987652255,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
165,CASA,sector 6,Antonella Carrasco Lopez,residente3casa165@vista.cl,20.075.490-5,56991357521,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
166,CASA,sector 6,Agustina Castro Ortiz,residente1casa166@vista.cl,20.471.794-K,56949000919,PROPIETARIO,SI,SI,SI,E-166,,,KIHU27,AUTO,Subaru,XV,Plata,THSW80,AUTO,Renault,Clio,Azul,,,,,,,,,,
166,CASA,sector 6,Juan Cortes Catalan,residente2casa166@vista.cl,12.225.862-9,56997253117,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
166,CASA,sector 6,Sebastian Alvarez Campos,residente3casa166@vista.cl,15.408.662-5,56925489430,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
167,CASA,sector 6,Daniela Sepulveda Diaz,residente1casa167@vista.cl,21.586.258-5,56949613096,PROPIETARIO,SI,SI,SI,E-167,,,VHWV76,AUTO,Ford,EcoSport,Blanco,BBGU46,AUTO,Toyota,Corolla,Azul,,,,,,,,,,
167,CASA,sector 6,Agustina Moreno Aguilera,residente2casa167@vista.cl,10.542.011-0,56958141541,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
167,CASA,sector 6,Mauricio Catalan Acosta,residente3casa167@vista.cl,19.426.865-3,56940106027,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
168,CASA,sector 6,Fernanda Campos Olivares,residente1casa168@vista.cl,21.904.197-7,56996923747,PROPIETARIO,SI,SI,SI,E-168,,,BJKU97,AUTO,Nissan,Versa,Gris,TFWW66,AUTO,Peugeot,208,Verde,,,,,,,,,,
168,CASA,sector 6,Martin Moreno Peña,residente2casa168@vista.cl,19.170.680-3,56990985229,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
168,CASA,sector 6,Antonia Hernandez Tapia,residente3casa168@vista.cl,12.976.712-K,56919995059,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
169,CASA,sector 6,Trinidad Espinoza Molina,residente1casa169@vista.cl,10.853.212-2,56993935292,PROPIETARIO,SI,SI,SI,E-169,,,EVAM29,AUTO,Peugeot,208,Blanco,,,,,,,,,,,,,,,
169,CASA,sector 6,Rodrigo Lopez Flores,residente2casa169@vista.cl,18.230.079-9,56986863404,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
170,CASA,sector 6,Camila Rojas Catalan,residente1casa170@vista.cl,24.858.911-6,56953075436,PROPIETARIO,SI,SI,SI,E-170,,,NKNC38,AUTO,Volkswagen,T-Cross,Negro,JFTN81,AUTO,Ford,EcoSport,Verde,,ARLX88,AUTO,Subaru,XV,Rojo,,,,
170,CASA,sector 6,Joaquin Silva Carrasco,residente2casa170@vista.cl,14.304.875-6,56982509424,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
171,CASA,sector 6,Hernan Aguilera Aguilera,residente1casa171@vista.cl,10.122.986-6,56994145533,PROPIETARIO,SI,SI,SI,E-171,,,BXFN22,AUTO,Volkswagen,T-Cross,Negro,,,,,,,,,,,,,,,
171,CASA,sector 6,Catalina Ortiz Lopez,residente2casa171@vista.cl,20.561.500-8,56938611881,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
171,CASA,sector 6,Antonella Ortiz Aguilera,residente3casa171@vista.cl,23.904.095-0,56968416623,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
172,CASA,sector 6,Maximo Carrasco Tapia,residente1casa172@vista.cl,20.573.291-8,56964284094,PROPIETARIO,SI,SI,SI,E-172,,,BEGB39,MOTO,Nissan,Qashqai,Gris,,,,,,,,,,,,,,,
173,CASA,sector 6,Agustin Lopez Muñoz,residente1casa173@vista.cl,17.952.193-8,56930981381,PROPIETARIO,SI,SI,SI,E-173,,,SBTB19,MOTO,Peugeot,208,Gris,UHCT66,AUTO,Volkswagen,T-Cross,Plata,,,,,,,,,,
174,CASA,sector 6,Sofia Sandoval Sandoval,residente1casa174@vista.cl,12.371.859-3,56926540343,PROPIETARIO,SI,SI,SI,E-174,,,QHXZ92,AUTO,Peugeot,208,Gris,,,,,,,,,,,,,,,
175,CASA,sector 6,Agustin Aguilera Sandoval,propietario_casa175@vista.cl,11.428.191-3,56950894954,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
175,CASA,sector 6,Fernanda Herrera Núñez,residente1casa175@vista.cl,13.260.252-2,56925384377,ARRENDATARIO,SI,SI,SI,E-175,,,IKQN30,CAMIONETA,Mitsubishi,L200,Negro,,,,,,,,,,,,,,,
175,CASA,sector 6,Maite Lopez Pizarro,residente3casa175@vista.cl,24.298.401-3,56917299874,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
176,CASA,sector 6,Franco Rios Mendez,residente1casa176@vista.cl,11.678.477-7,56948270459,PROPIETARIO,SI,SI,SI,E-176,,,GFPY55,AUTO,Nissan,Versa,Negro,,,,,,,,,,,,,,,
176,CASA,sector 6,Rodrigo Perez Castro,residente2casa176@vista.cl,15.331.563-9,56975211190,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
177,CASA,sector 6,Constanza Fuentes Martinez,residente1casa177@vista.cl,21.401.463-7,56954501625,PROPIETARIO,SI,SI,SI,E-177,,,YEIU92,AUTO,Mazda,CX-5,Plata,,,,,,,,,,,,,,,
177,CASA,sector 6,Gonzalo Vega Ortiz,residente2casa177@vista.cl,17.471.866-0,56958149482,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
178,CASA,sector 6,Valentina Vergara Martinez,propietario_casa178@vista.cl,24.953.482-K,56982292089,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
178,CASA,sector 6,Ignacio Peña Rivera,residente1casa178@vista.cl,22.905.038-9,56989193333,ARRENDATARIO,SI,SI,SI,E-178,,,BBAN13,CAMIONETA,Mitsubishi,L200,Verde,,,,,,,,,,,,,,,
178,CASA,sector 6,Agustina Rojas Sandoval,residente3casa178@vista.cl,14.372.416-6,56982943217,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
179,CASA,sector 6,Sofia Lopez Mendez,residente1casa179@vista.cl,24.226.774-5,56992414513,PROPIETARIO,SI,SI,SI,E-179,,,WDNC56,AUTO,Subaru,XV,Rojo,,,,,,,,,,,,,,,
180,CASA,sector 6,Josefa Reyes Pizarro,residente1casa180@vista.cl,19.492.759-2,56998504955,PROPIETARIO,SI,SI,SI,E-180,,,,,,,,,,,,,,,,,,,,,,
180,CASA,sector 6,Mauricio Sepulveda Acosta,residente2casa180@vista.cl,22.280.997-5,56974894729,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
180,CASA,sector 6,Carlos Ramos Gutierrez,residente3casa180@vista.cl,11.054.635-1,56945481411,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
181,CASA,sector 6,Cristian Vergara Acosta,residente1casa181@vista.cl,14.417.710-K,56987662596,PROPIETARIO,SI,SI,SI,E-181,,,WBQC76,AUTO,Volkswagen,Gol,Azul,,,,,,,,,,,,,,,
181,CASA,sector 6,Sebastian Pizarro Reyes,residente2casa181@vista.cl,16.319.298-5,56997734815,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
181,CASA,sector 6,Marcelo Perez Briones,residente3casa181@vista.cl,14.220.919-5,56960509993,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
182,CASA,sector 6,Constanza Ortiz Sepulveda,residente1casa182@vista.cl,13.135.756-7,56931120146,PROPIETARIO,SI,SI,SI,E-182,,,AWLF75,AUTO,Volkswagen,Gol,Azul,,,,,,,,,,,,,,,
182,CASA,sector 6,Martin Molina Olivares,residente2casa182@vista.cl,23.706.231-0,56925882013,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
182,CASA,sector 6,Benjamin Lagos Silva,residente3casa182@vista.cl,18.078.508-6,56974265413,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
183,CASA,sector 6,Daniela Reyes Briones,residente1casa183@vista.cl,16.802.428-2,56990444404,PROPIETARIO,SI,SI,SI,E-183,,,EQBO17,AUTO,Hyundai,Accent,Negro,,,,,,,,,,,,,,,
183,CASA,sector 6,Felipe Campos Muñoz,residente2casa183@vista.cl,24.738.934-2,56998817918,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
184,CASA,sector 6,Franco Henriquez Núñez,residente1casa184@vista.cl,12.813.903-6,56955992559,PROPIETARIO,SI,SI,SI,E-184,,,VPUV33,AUTO,Volkswagen,Gol,Rojo,,,,,,,,,,,,,,,
184,CASA,sector 6,Mateo Molina Peña,residente2casa184@vista.cl,11.154.992-3,56940845084,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
185,CASA,sector 6,Cristobal Catalan Torres,propietario_casa185@vista.cl,23.866.607-4,56930073763,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
185,CASA,sector 6,Facundo Lopez Martinez,residente1casa185@vista.cl,20.124.624-5,56982381739,ARRENDATARIO,SI,SI,SI,E-185,,,PBUN25,AUTO,Kia,Cerato,Blanco,,,,,,,,,,,,,,,
185,CASA,sector 6,Roberto Gonzalez Catalan,residente3casa185@vista.cl,20.892.301-3,56967914523,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
186,CASA,sector 6,Fernanda Vega Carrasco,propietario_casa186@vista.cl,15.880.713-0,56989060695,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
186,CASA,sector 6,Florencia Briones Gonzalez,residente1casa186@vista.cl,16.291.957-1,56997851693,ARRENDATARIO,SI,SI,SI,E-186,,,OLGT20,AUTO,Subaru,XV,Gris,KESU83,AUTO,Renault,Clio,Rojo,,,,,,,,,,
186,CASA,sector 6,Agustina Alvarez Espinoza,residente3casa186@vista.cl,16.859.282-5,56958623028,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
187,CASA,sector 6,Maite Fuentes Sandoval,residente1casa187@vista.cl,19.309.867-3,56974929189,PROPIETARIO,SI,SI,SI,E-187,,,HRTK81,AUTO,Peugeot,3008,Plata,,,,,,,,,,,,,,,
187,CASA,sector 6,Daniela Flores Pizarro,residente2casa187@vista.cl,15.777.340-2,56963436070,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
188,CASA,sector 6,Juan Olivares Diaz,residente1casa188@vista.cl,12.696.736-5,56962224611,PROPIETARIO,SI,SI,SI,E-188,,,CNUU88,AUTO,Honda,Civic,Azul,,,,,,,,,,,,,,,
188,CASA,sector 6,Alonso Gonzalez Soto,residente2casa188@vista.cl,23.811.934-0,56929505652,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
188,CASA,sector 6,Valentina Perez Núñez,residente3casa188@vista.cl,13.720.687-0,56959772648,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
189,CASA,sector 6,Sofia Castro Lopez,residente1casa189@vista.cl,23.487.370-9,56979545356,PROPIETARIO,SI,SI,SI,E-189,,,ZBUE73,AUTO,Volkswagen,T-Cross,Plata,,,,,,,,,,,,,,,
189,CASA,sector 6,Natalia Castro Rojas,residente2casa189@vista.cl,23.152.656-0,56990465529,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
189,CASA,sector 6,Rodrigo Morales Catalan,residente3casa189@vista.cl,10.605.005-8,56958283485,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
190,CASA,sector 6,Hernan Rivera Cortes,propietario_casa190@vista.cl,21.235.064-8,56963035211,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
190,CASA,sector 6,Vicente Cortes Vergara,residente1casa190@vista.cl,13.796.608-5,56991384718,ARRENDATARIO,SI,SI,SI,E-190,,,TBCH81,AUTO,Kia,Sportage,Rojo,,,,,,,,,,,,,,,
190,CASA,sector 6,Antonia Ortiz Rivera,residente3casa190@vista.cl,19.645.334-2,56910624307,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
190,CASA,sector 6,Antonella Sandoval Perez,residente4casa190@vista.cl,18.441.777-4,56949493811,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
191,CASA,sector 6,Mateo Catalan Ortiz,residente1casa191@vista.cl,19.845.315-3,56913670948,PROPIETARIO,SI,SI,SI,E-191,,,LJMG53,AUTO,Peugeot,3008,Verde,,,,,,,,,,,,,,,
191,CASA,sector 6,Facundo Silva Núñez,residente2casa191@vista.cl,11.133.372-6,56961361533,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
192,CASA,sector 6,Roberto Valdes Perez,residente1casa192@vista.cl,19.303.830-1,56933955951,PROPIETARIO,SI,SI,SI,E-192,,,AVGC96,AUTO,Mazda,CX-5,Azul,,,,,,,,,,,,,,,
192,CASA,sector 6,Facundo Espinoza Cortes,residente2casa192@vista.cl,13.666.931-1,56987002404,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
193,CASA,sector 6,Trinidad Contreras Silva,residente1casa193@vista.cl,11.316.802-1,56999043272,PROPIETARIO,SI,SI,SI,E-193,,,GGFV89,AUTO,Kia,Sportage,Gris,,,,,,,,,,,,,,,
193,CASA,sector 6,Santiago Herrera Gonzalez,residente2casa193@vista.cl,22.821.890-1,56982675403,RESIDENTE_ADICIONAL,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
193,CASA,sector 6,Martin Herrera Espinoza,residente3casa193@vista.cl,18.260.100-4,56987110685,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
194,CASA,sector 6,Vicente Rivera Catalan,residente1casa194@vista.cl,23.017.508-K,56933461307,PROPIETARIO,SI,SI,SI,E-194,,,DNLY14,AUTO,Chevrolet,Sail,Rojo,,,,,,,,,,,,,,,
194,CASA,sector 6,Mateo Silva Alvarez,residente2casa194@vista.cl,18.694.039-3,56971749629,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
194,CASA,sector 6,Juan Ortiz Carrasco,residente3casa194@vista.cl,19.747.700-8,56923522144,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
195,CASA,sector 6,Patricio Rivera Vergara,residente1casa195@vista.cl,17.561.977-1,56934144323,PROPIETARIO,SI,SI,SI,E-195,,,IELK57,AUTO,Volkswagen,Gol,Gris,,,,,,,,,,,,,,,
195,CASA,sector 6,Felipe Martinez Pizarro,residente2casa195@vista.cl,21.509.370-0,56940677709,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
196,CASA,sector 6,Agustin Contreras Alvarez,residente1casa196@vista.cl,12.740.422-4,56918057946,PROPIETARIO,SI,SI,SI,E-196,,,YDUE73,AUTO,Kia,Sportage,Negro,SUHO82,CAMIONETA,Ford,Ranger,Blanco,,,,,,,,,,
196,CASA,sector 6,Agustina Núñez Vega,residente2casa196@vista.cl,24.075.609-9,56994538675,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
197,CASA,sector 6,Gabriel Rios Aguilera,residente1casa197@vista.cl,12.928.275-4,56948199537,PROPIETARIO,SI,SI,SI,E-197,,,KJRP83,CAMIONETA,Chevrolet,Colorado,Rojo,,,,,,,,,,,,,,,
197,CASA,sector 6,Vicente Espinoza Catalan,residente2casa197@vista.cl,18.563.838-3,56975430302,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
198,CASA,sector 6,Mateo Campos Sepulveda,propietario_casa198@vista.cl,24.566.946-1,56932491607,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
198,CASA,sector 6,Matias Espinoza Rios,residente1casa198@vista.cl,14.888.148-0,56945899536,ARRENDATARIO,SI,SI,SI,E-198,,,PKXC53,AUTO,Nissan,Qashqai,Negro,,,,,,,,,,,,,,,
198,CASA,sector 6,Javier Rios Rivera,residente3casa198@vista.cl,14.550.787-1,56969713250,RESIDENTE_ADICIONAL,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
199,CASA,sector 6,Valentina Ortiz Morales,residente1casa199@vista.cl,16.661.319-1,56923825676,PROPIETARIO,SI,SI,SI,E-199,,,ASRY99,AUTO,Kia,Cerato,Azul,,,,,,,,,,,,,,,
199,CASA,sector 6,Antonella Perez Vega,residente2casa199@vista.cl,19.201.191-4,56917224328,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
200,CASA,sector 6,Javiera Martinez Briones,residente1casa200@vista.cl,24.067.993-0,56932898616,PROPIETARIO,SI,SI,SI,E-200,,,YKFT66,AUTO,Hyundai,Accent,Azul,,,,,,,,,,,,,,,
201,CASA,sector 6,Mauricio Espinoza Vega,propietario_casa201@vista.cl,17.838.205-5,56982555977,PROPIETARIO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,
201,CASA,sector 6,Fernanda Soto Tapia,residente1casa201@vista.cl,15.165.171-2,56959094606,ARRENDATARIO,SI,SI,SI,E-201,,,ZSEP90,AUTO,Peugeot,208,Azul,LQNX71,CAMIONETA,Ford,Ranger,Rojo,,,,,,,,,,
201,CASA,sector 6,Maximo Núñez Sepulveda,residente3casa201@vista.cl,15.093.108-8,56911416778,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
202,CASA,sector 6,Fernanda Gonzalez Sandoval,residente1casa202@vista.cl,16.268.704-2,56935309568,PROPIETARIO,SI,SI,SI,E-202,,,MTHT47,AUTO,Toyota,Corolla,Rojo,,,,,,,,,,,,,,,
202,CASA,sector 6,Maximo Sandoval Vargas,residente2casa202@vista.cl,16.622.840-9,56943540489,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
203,CASA,sector 6,Gabriel Acosta Aguilera,residente1casa203@vista.cl,23.569.557-K,56946080681,PROPIETARIO,SI,SI,SI,E-203,,,NUPS44,AUTO,Suzuki,Swift,Gris,,,,,,,,,,,,,,,
203,CASA,sector 6,Maximo Castro Perez,residente2casa203@vista.cl,13.060.284-3,56928337367,RESIDENTE_ADICIONAL,SI,SI,NO,,,,,,,,,,,,,,,,,,,,,,,
204,CASA,sector 6,Javiera Olivares Tapia,residente1casa204@vista.cl,22.198.832-9,56911101134,PROPIETARIO,SI,SI,SI,E-204,,,DZAZ46,AUTO,Kia,Sportage,Gris,,,,,,,,,,,,,,,
204,CASA,sector 6,Fernanda Soto Sepulveda,residente2casa204@vista.cl,10.247.041-9,56976247126,RESIDENTE_ADICIONAL,SI,SI,NO,E-204,,,,,,,,,,,,,,,,,,,,,,
